training batch,Standardized_SMILES,True Values,Predictions
1,NC(=O)c1c(-c2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2)[nH]sc1=NC(=O)NCCCN1CCOCC1,5.34,5.725208
1,CCCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1,6.4,6.3357415
1,CC(=O)Nc1cn2nc(Oc3cccc(NC(=O)c4cccc(F)c4)c3)ccc2n1,8.96,8.46866
1,COc1cc(OC)cc(-c2cc3c[nH]c(=NCCCCO)cc3[nH]c2=NC(=O)NC(C)(C)C)c1,8.1,7.220282
1,Cc1cccc(NC(=O)Nc2ccc(-c3csc4[nH]cnc(=N)c34)cc2F)c1,7.72,7.188564
1,c1cn(Cc2ccc3c(c2)-c2[nH]nc(-c4ccsc4)c2C3)cn1,6.83,6.949422
1,CCc1cc(O)c(F)cc1-c1cc(NC2CC3CCC(C2)N3)c2[nH]c(=N)ncc2c1,6.45,6.586992
1,COc1cc(-c2cc(NC(=O)Nc3cc(OCCN4CCOCC4)ccc3C)cc(OC)c2OC)ccc1C(C)=O,7.62,7.189045
1,Cc1[nH]nc2nccc(-c3ccc(NC(=O)Nc4ccccc4N4CCOCC4)cc3)c12,4.43,4.4596553
1,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3cccc(Cl)c3)c2cc1OC,9.0,8.856441
1,Cc1cccc(NC(=O)c2scnc2CCc2ccncc2)c1,6.25,6.324961
1,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cccc(Cl)c5)cccc4c3)c2cc1OC,9.52,9.061891
1,CCN(CC)c1ccc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(C)c34)cc2)cc1,5.27,5.3363113
1,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccccc1Cn1ccc2ncnc-2c1,6.16,6.2447686
1,CCNC(=O)N=c1[nH]c2cc(=NCCCCN(CC)CC)[nH]cc2cc1-c1c(Cl)cccc1Cl,6.89,6.9135027
1,CS(=O)(=O)Cc1cccc(N=c2nc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(C(F)(F)F)cc5)CC4)cc3)cc[nH]2)c1,6.66,6.7711678
1,COc1cc(Oc2ccncc2)c2c(=Nc3c(Cl)ccc4c3OCO4)[nH]cnc2c1,4.67,4.6513205
1,CNC(=O)Nc1ccc(Oc2ncnc3ccn(C)c23)cc1,5.2,5.5346107
1,c1cc(N=c2[nH]cnc3cc(OCCCN4CCCC4)cc(OC4CCOCC4)c23)c2c(c1)OCO2,7.0,6.487736
1,Cc1ccc(C(=O)Nc2cccc(C(C)C)c2)cc1N1CCc2ncncc2C1,7.96,7.4037037
1,COC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1,6.16,6.282455
1,Cn1cc(N=c2[nH]cc(Cl)c(=NC3CCC3C(N)=O)[nH]2)cn1,6.82,6.9207673
1,COc1cc2[nH]cnc(=Nc3ccc(NC(=O)c4cccc(I)c4)cc3)c2cc1OC,6.6,6.638811
1,Cc1cccc(NC(=O)N(C)c2ccc(-c3cccc4c3CNC4=O)cc2)c1,5.96,6.3247194
1,CN=c1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)F)c3)cc2)[nH]cn1,6.89,6.9674087
1,Cc1c(Cc2ccncc2)n[nH]c(=Nc2ccc(Cl)cc2)c1C,6.06,6.3677773
1,CN(C)C1CCN(c2ccc3[nH]c(-c4c(N)c5ccccc5[nH]c4=O)nc3c2)C1,7.22,7.1615868
1,CCN(CC)CC(O)CNC(=O)C1c2cccc(-c3c(O)[nH]c4ccc(F)cc34)c2NC1C,8.6,8.0184
1,FC(F)(F)Oc1ccc(N=c2[nH]nc(-c3ccncc3CCc3ccncc3)o2)cc1,6.46,6.4402614
1,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCC5)cccc4c3)c2cc1OC,8.67,8.484316
1,NS(=O)(=O)c1ccc(N=c2[nH]ncc3ccccc23)cc1,8.01,7.870853
1,Oc1csc(=NN=c2[nH]ncc3ccccc23)n1-c1ccc(Cl)cc1,8.57,8.305548
1,CN1CCN(c2ccc3[nH]c(-c4c(N)c5cc(C(=O)NCc6ccccc6)ccc5[nH]c4=O)nc3c2)CC1,7.3,7.010072
